Pair,Maturity_Years,Strike_Price,Implied_Volatility
USDAUD,0.11785714285714285,1.67838,
USDAUD,0.11785714285714285,1.7018538461538462,
USDAUD,0.11785714285714285,1.7253276923076923,
USDAUD,0.11785714285714285,1.7488015384615385,
USDAUD,0.11785714285714285,1.7722753846153845,
USDAUD,0.11785714285714285,1.7957492307692307,
USDAUD,0.11785714285714285,1.8192230769230768,
USDAUD,0.11785714285714285,1.842696923076923,
USDAUD,0.11785714285714285,1.8661707692307692,
USDAUD,0.11785714285714285,1.8896446153846154,
USDAUD,0.11785714285714285,1.9131184615384615,
USDAUD,0.11785714285714285,1.9365923076923077,
USDAUD,0.11785714285714285,1.960066153846154,
USDAUD,0.11785714285714285,1.98354,
USDAUD,0.18571428571428572,1.06806,
USDAUD,0.18571428571428572,1.0915338461538462,
USDAUD,0.18571428571428572,1.1150076923076924,
USDAUD,0.18571428571428572,1.1384815384615385,
USDAUD,0.18571428571428572,1.1619553846153847,
USDAUD,0.18571428571428572,1.1854292307692307,
USDAUD,0.18571428571428572,1.2089030769230769,
USDAUD,0.18571428571428572,1.232376923076923,
USDAUD,0.18571428571428572,1.2558507692307692,
USDAUD,0.18571428571428572,1.2793246153846154,
USDAUD,0.18571428571428572,1.3027984615384616,
USDAUD,0.18571428571428572,1.3262723076923078,
USDAUD,0.18571428571428572,1.349746153846154,
USDAUD,0.18571428571428572,1.3732199999999999,
USDAUD,0.18571428571428572,1.396693846153846,
USDAUD,0.18571428571428572,1.4201676923076922,0.0677977668458115
USDAUD,0.18571428571428572,1.4436415384615384,0.07173416031572762
USDAUD,0.18571428571428572,1.4671153846153846,0.07268391958385238
USDAUD,0.18571428571428572,1.4905892307692308,0.07300209147885853
USDAUD,0.18571428571428572,1.514063076923077,0.07310338414121165
USDAUD,0.18571428571428572,1.5375369230769231,0.0730877579705893
USDAUD,0.18571428571428572,1.5610107692307693,0.07294878104136787
USDAUD,0.18571428571428572,1.5844846153846155,0.07257320820806885
USDAUD,0.18571428571428572,1.6079584615384617,0.07155372306908178
USDAUD,0.18571428571428572,1.6314323076923078,0.06797441343662772
USDAUD,0.18571428571428572,1.654906153846154,
USDAUD,0.18571428571428572,1.67838,
USDAUD,0.18571428571428572,1.7018538461538462,
USDAUD,0.18571428571428572,1.7253276923076923,
USDAUD,0.18571428571428572,1.7488015384615385,
USDAUD,0.18571428571428572,1.7722753846153845,
USDAUD,0.18571428571428572,1.7957492307692307,
USDAUD,0.18571428571428572,1.8192230769230768,
USDAUD,0.18571428571428572,1.842696923076923,
USDAUD,0.18571428571428572,1.8661707692307692,
USDAUD,0.18571428571428572,1.8896446153846154,
USDAUD,0.18571428571428572,1.9131184615384615,
USDAUD,0.18571428571428572,1.9365923076923077,
USDAUD,0.18571428571428572,1.960066153846154,
USDAUD,0.18571428571428572,1.98354,
USDAUD,0.25357142857142856,1.06806,
USDAUD,0.25357142857142856,1.0915338461538462,
USDAUD,0.25357142857142856,1.1150076923076924,
USDAUD,0.25357142857142856,1.1384815384615385,
USDAUD,0.25357142857142856,1.1619553846153847,
USDAUD,0.25357142857142856,1.1854292307692307,
USDAUD,0.25357142857142856,1.2089030769230769,
USDAUD,0.25357142857142856,1.232376923076923,
USDAUD,0.25357142857142856,1.2558507692307692,
USDAUD,0.25357142857142856,1.2793246153846154,
USDAUD,0.25357142857142856,1.3027984615384616,
USDAUD,0.25357142857142856,1.3262723076923078,
USDAUD,0.25357142857142856,1.349746153846154,
USDAUD,0.25357142857142856,1.3732199999999999,
USDAUD,0.25357142857142856,1.396693846153846,0.05813897258082256
USDAUD,0.25357142857142856,1.4201676923076922,0.07185160358254845
USDAUD,0.25357142857142856,1.4436415384615384,0.07410038990698083
USDAUD,0.25357142857142856,1.4671153846153846,0.07491199900284072
USDAUD,0.25357142857142856,1.4905892307692308,0.0752446104752942
USDAUD,0.25357142857142856,1.514063076923077,0.07535885086356785
USDAUD,0.25357142857142856,1.5375369230769231,0.07533026589769043
USDAUD,0.25357142857142856,1.5610107692307693,0.0751508084422824
USDAUD,0.25357142857142856,1.5844846153846155,0.07472754435629696
USDAUD,0.25357142857142856,1.6079584615384617,0.07378558494779755
USDAUD,0.25357142857142856,1.6314323076923078,0.0714315560015333
USDAUD,0.25357142857142856,1.654906153846154,0.061447609782624875
USDAUD,0.25357142857142856,1.67838,
USDAUD,0.25357142857142856,1.7018538461538462,
USDAUD,0.25357142857142856,1.7253276923076923,
USDAUD,0.25357142857142856,1.7488015384615385,
USDAUD,0.25357142857142856,1.7722753846153845,
USDAUD,0.25357142857142856,1.7957492307692307,
USDAUD,0.25357142857142856,1.8192230769230768,
USDAUD,0.25357142857142856,1.842696923076923,
USDAUD,0.25357142857142856,1.8661707692307692,
USDAUD,0.25357142857142856,1.8896446153846154,
USDAUD,0.25357142857142856,1.9131184615384615,
USDAUD,0.25357142857142856,1.9365923076923077,
USDAUD,0.25357142857142856,1.960066153846154,
USDAUD,0.25357142857142856,1.98354,
USDAUD,0.3214285714285714,1.06806,
USDAUD,0.3214285714285714,1.0915338461538462,
USDAUD,0.3214285714285714,1.1150076923076924,
USDAUD,0.3214285714285714,1.1384815384615385,
USDAUD,0.3214285714285714,1.1619553846153847,
USDAUD,0.3214285714285714,1.1854292307692307,
USDAUD,0.3214285714285714,1.2089030769230769,
USDAUD,0.3214285714285714,1.232376923076923,
USDAUD,0.3214285714285714,1.2558507692307692,
USDAUD,0.3214285714285714,1.2793246153846154,
USDAUD,0.3214285714285714,1.3027984615384616,
USDAUD,0.3214285714285714,1.3262723076923078,
USDAUD,0.3214285714285714,1.349746153846154,
USDAUD,0.3214285714285714,1.3732199999999999,
USDAUD,0.3214285714285714,1.396693846153846,0.0683537157393661
USDAUD,0.3214285714285714,1.4201676923076922,0.07405782881350914
USDAUD,0.3214285714285714,1.4436415384615384,0.07590915710265958
USDAUD,0.3214285714285714,1.4671153846153846,0.07671115996500734
USDAUD,0.3214285714285714,1.4905892307692308,0.07707435904153376
USDAUD,0.3214285714285714,1.514063076923077,0.07720055705786606
USDAUD,0.3214285714285714,1.5375369230769231,0.07715344404676838
USDAUD,0.3214285714285714,1.5610107692307693,0.07692303288684403
USDAUD,0.3214285714285714,1.5844846153846155,0.07642377055373308
USDAUD,0.3214285714285714,1.6079584615384617,0.07542865262263164
USDAUD,0.3214285714285714,1.6314323076923078,0.07331661724283008
USDAUD,0.3214285714285714,1.654906153846154,0.06756485694664466
USDAUD,0.3214285714285714,1.67838,
USDAUD,0.3214285714285714,1.7018538461538462,
USDAUD,0.3214285714285714,1.7253276923076923,
USDAUD,0.3214285714285714,1.7488015384615385,
USDAUD,0.3214285714285714,1.7722753846153845,
USDAUD,0.3214285714285714,1.7957492307692307,
USDAUD,0.3214285714285714,1.8192230769230768,
USDAUD,0.3214285714285714,1.842696923076923,
USDAUD,0.3214285714285714,1.8661707692307692,
USDAUD,0.3214285714285714,1.8896446153846154,
USDAUD,0.3214285714285714,1.9131184615384615,
USDAUD,0.3214285714285714,1.9365923076923077,
USDAUD,0.3214285714285714,1.960066153846154,
USDAUD,0.3214285714285714,1.98354,
USDAUD,0.38928571428571423,1.06806,
USDAUD,0.38928571428571423,1.0915338461538462,
USDAUD,0.38928571428571423,1.1150076923076924,
USDAUD,0.38928571428571423,1.1384815384615385,
USDAUD,0.38928571428571423,1.1619553846153847,
USDAUD,0.38928571428571423,1.1854292307692307,
USDAUD,0.38928571428571423,1.2089030769230769,
USDAUD,0.38928571428571423,1.232376923076923,
USDAUD,0.38928571428571423,1.2558507692307692,
USDAUD,0.38928571428571423,1.2793246153846154,
USDAUD,0.38928571428571423,1.3027984615384616,
USDAUD,0.38928571428571423,1.3262723076923078,
USDAUD,0.38928571428571423,1.349746153846154,
USDAUD,0.38928571428571423,1.3732199999999999,
USDAUD,0.38928571428571423,1.396693846153846,0.07173427661546193
USDAUD,0.38928571428571423,1.4201676923076922,0.0769143302089148
USDAUD,0.38928571428571423,1.4436415384615384,0.07898924878157398
USDAUD,0.38928571428571423,1.4671153846153846,0.07999311016332968
USDAUD,0.38928571428571423,1.4905892307692308,0.08047826737744937
USDAUD,0.38928571428571423,1.514063076923077,0.0806478102780278
USDAUD,0.38928571428571423,1.5375369230769231,0.08056985392114195
USDAUD,0.38928571428571423,1.5610107692307693,0.08023345222649826
USDAUD,0.38928571428571423,1.5844846153846155,0.07954771157966702
USDAUD,0.38928571428571423,1.6079584615384617,0.07828634198443543
USDAUD,0.38928571428571423,1.6314323076923078,0.07588901990220856
USDAUD,0.38928571428571423,1.654906153846154,0.07048760212093783
USDAUD,0.38928571428571423,1.67838,
USDAUD,0.38928571428571423,1.7018538461538462,
USDAUD,0.38928571428571423,1.7253276923076923,
USDAUD,0.38928571428571423,1.7488015384615385,
USDAUD,0.38928571428571423,1.7722753846153845,
USDAUD,0.38928571428571423,1.7957492307692307,
USDAUD,0.38928571428571423,1.8192230769230768,
USDAUD,0.38928571428571423,1.842696923076923,
USDAUD,0.38928571428571423,1.8661707692307692,
USDAUD,0.38928571428571423,1.8896446153846154,
USDAUD,0.38928571428571423,1.9131184615384615,
USDAUD,0.38928571428571423,1.9365923076923077,
USDAUD,0.38928571428571423,1.960066153846154,
USDAUD,0.38928571428571423,1.98354,
USDAUD,0.45714285714285713,1.06806,
USDAUD,0.45714285714285713,1.0915338461538462,
USDAUD,0.45714285714285713,1.1150076923076924,
USDAUD,0.45714285714285713,1.1384815384615385,
USDAUD,0.45714285714285713,1.1619553846153847,
USDAUD,0.45714285714285713,1.1854292307692307,
USDAUD,0.45714285714285713,1.2089030769230769,
USDAUD,0.45714285714285713,1.232376923076923,
USDAUD,0.45714285714285713,1.2558507692307692,
USDAUD,0.45714285714285713,1.2793246153846154,
USDAUD,0.45714285714285713,1.3027984615384616,
USDAUD,0.45714285714285713,1.3262723076923078,
USDAUD,0.45714285714285713,1.349746153846154,
USDAUD,0.45714285714285713,1.3732199999999999,
USDAUD,0.45714285714285713,1.396693846153846,0.07290422988650933
USDAUD,0.45714285714285713,1.4201676923076922,0.07768286735032343
USDAUD,0.45714285714285713,1.4436415384615384,0.0798261554851271
USDAUD,0.45714285714285713,1.4671153846153846,0.08092505044488027
USDAUD,0.45714285714285713,1.4905892307692308,0.08146980450773542
USDAUD,0.45714285714285713,1.514063076923077,0.0816514550993564
USDAUD,0.45714285714285713,1.5375369230769231,0.0815348848975493
USDAUD,0.45714285714285713,1.5610107692307693,0.08110605907034617
USDAUD,0.45714285714285713,1.5844846153846155,0.08027001223952895
USDAUD,0.45714285714285713,1.6079584615384617,0.07879944984915671
USDAUD,0.45714285714285713,1.6314323076923078,0.07615703621349316
USDAUD,0.45714285714285713,1.654906153846154,0.07068687874270861
USDAUD,0.45714285714285713,1.67838,
USDAUD,0.45714285714285713,1.7018538461538462,
USDAUD,0.45714285714285713,1.7253276923076923,
USDAUD,0.45714285714285713,1.7488015384615385,
USDAUD,0.45714285714285713,1.7722753846153845,
USDAUD,0.45714285714285713,1.7957492307692307,
USDAUD,0.45714285714285713,1.8192230769230768,
USDAUD,0.45714285714285713,1.842696923076923,
USDAUD,0.45714285714285713,1.8661707692307692,
USDAUD,0.45714285714285713,1.8896446153846154,
USDAUD,0.45714285714285713,1.9131184615384615,
USDAUD,0.45714285714285713,1.9365923076923077,
USDAUD,0.45714285714285713,1.960066153846154,
USDAUD,0.45714285714285713,1.98354,
USDAUD,0.525,1.06806,
USDAUD,0.525,1.0915338461538462,
USDAUD,0.525,1.1150076923076924,
USDAUD,0.525,1.1384815384615385,
USDAUD,0.525,1.1619553846153847,
USDAUD,0.525,1.1854292307692307,
USDAUD,0.525,1.2089030769230769,
USDAUD,0.525,1.232376923076923,
USDAUD,0.525,1.2558507692307692,
USDAUD,0.525,1.2793246153846154,
USDAUD,0.525,1.3027984615384616,
USDAUD,0.525,1.3262723076923078,
USDAUD,0.525,1.349746153846154,
USDAUD,0.525,1.3732199999999999,0.040397713332211926
USDAUD,0.525,1.396693846153846,0.07272853032466005
USDAUD,0.525,1.4201676923076922,0.07762618293694416
USDAUD,0.525,1.4436415384615384,0.07995630383325739
USDAUD,0.525,1.4671153846153846,0.08119028465505411
USDAUD,0.525,1.4905892307692308,0.08180710828584542
USDAUD,0.525,1.514063076923077,0.0819985360992298
USDAUD,0.525,1.5375369230769231,0.08182922657696559
USDAUD,0.525,1.5610107692307693,0.0812808685433518
USDAUD,0.525,1.5844846153846155,0.08024853352263363
USDAUD,0.525,1.6079584615384617,0.0784865479714297
USDAUD,0.525,1.6314323076923078,0.0754222757555746
USDAUD,0.525,1.654906153846154,0.06930229806395916
USDAUD,0.525,1.67838,
USDAUD,0.525,1.7018538461538462,
USDAUD,0.525,1.7253276923076923,
USDAUD,0.525,1.7488015384615385,
USDAUD,0.525,1.7722753846153845,
USDAUD,0.525,1.7957492307692307,
USDAUD,0.525,1.8192230769230768,
USDAUD,0.525,1.842696923076923,
USDAUD,0.525,1.8661707692307692,
USDAUD,0.525,1.8896446153846154,
USDAUD,0.525,1.9131184615384615,
USDAUD,0.525,1.9365923076923077,
USDAUD,0.525,1.960066153846154,
USDAUD,0.525,1.98354,
USDAUD,0.5928571428571429,1.06806,
USDAUD,0.5928571428571429,1.0915338461538462,
USDAUD,0.5928571428571429,1.1150076923076924,
USDAUD,0.5928571428571429,1.1384815384615385,
USDAUD,0.5928571428571429,1.1619553846153847,
USDAUD,0.5928571428571429,1.1854292307692307,
USDAUD,0.5928571428571429,1.2089030769230769,
USDAUD,0.5928571428571429,1.232376923076923,
USDAUD,0.5928571428571429,1.2558507692307692,
USDAUD,0.5928571428571429,1.2793246153846154,
USDAUD,0.5928571428571429,1.3027984615384616,
USDAUD,0.5928571428571429,1.3262723076923078,
USDAUD,0.5928571428571429,1.349746153846154,
USDAUD,0.5928571428571429,1.3732199999999999,
USDAUD,0.5928571428571429,1.396693846153846,0.07119634590251729
USDAUD,0.5928571428571429,1.4201676923076922,0.07661903258074426
USDAUD,0.5928571428571429,1.4436415384615384,0.07925770966373824
USDAUD,0.5928571428571429,1.4671153846153846,0.08067497959747776
USDAUD,0.5928571428571429,1.4905892307692308,0.08138061283430495
USDAUD,0.5928571428571429,1.514063076923077,0.081579259812211
USDAUD,0.5928571428571429,1.5375369230769231,0.08133834173024243
USDAUD,0.5928571428571429,1.5610107692307693,0.08063339436360276
USDAUD,0.5928571428571429,1.5844846153846155,0.0793417608396466
USDAUD,0.5928571428571429,1.6079584615384617,0.07717801037255959
USDAUD,0.5928571428571429,1.6314323076923078,0.07346597909683192
USDAUD,0.5928571428571429,1.654906153846154,0.065993027971181
USDAUD,0.5928571428571429,1.67838,
USDAUD,0.5928571428571429,1.7018538461538462,
USDAUD,0.5928571428571429,1.7253276923076923,
USDAUD,0.5928571428571429,1.7488015384615385,
USDAUD,0.5928571428571429,1.7722753846153845,
USDAUD,0.5928571428571429,1.7957492307692307,
USDAUD,0.5928571428571429,1.8192230769230768,
USDAUD,0.5928571428571429,1.842696923076923,
USDAUD,0.5928571428571429,1.8661707692307692,
USDAUD,0.5928571428571429,1.8896446153846154,
USDAUD,0.5928571428571429,1.9131184615384615,
USDAUD,0.5928571428571429,1.9365923076923077,
USDAUD,0.5928571428571429,1.960066153846154,
USDAUD,0.5928571428571429,1.98354,
USDAUD,0.6607142857142857,1.06806,
USDAUD,0.6607142857142857,1.0915338461538462,
USDAUD,0.6607142857142857,1.1150076923076924,
USDAUD,0.6607142857142857,1.1384815384615385,
USDAUD,0.6607142857142857,1.1619553846153847,
USDAUD,0.6607142857142857,1.1854292307692307,
USDAUD,0.6607142857142857,1.2089030769230769,
USDAUD,0.6607142857142857,1.232376923076923,
USDAUD,0.6607142857142857,1.2558507692307692,
USDAUD,0.6607142857142857,1.2793246153846154,
USDAUD,0.6607142857142857,1.3027984615384616,
USDAUD,0.6607142857142857,1.3262723076923078,
USDAUD,0.6607142857142857,1.349746153846154,
USDAUD,0.6607142857142857,1.3732199999999999,
USDAUD,0.6607142857142857,1.396693846153846,0.06796853696807129
USDAUD,0.6607142857142857,1.4201676923076922,0.07444043466537384
USDAUD,0.6607142857142857,1.4436415384615384,0.07755051360989314
USDAUD,0.6607142857142857,1.4671153846153846,0.07921861561969037
USDAUD,0.6607142857142857,1.4905892307692308,0.08003791393990642
USDAUD,0.6607142857142857,1.514063076923077,0.08024161674300172
USDAUD,0.6607142857142857,1.5375369230769231,0.07990371567860832
USDAUD,0.6607142857142857,1.5610107692307693,0.0789904844185437
USDAUD,0.6607142857142857,1.5844846153846155,0.07734940344138126
USDAUD,0.6607142857142857,1.6079584615384617,0.07462116544788479
USDAUD,0.6607142857142857,1.6314323076923078,0.06990728981749317
USDAUD,0.6607142857142857,1.654906153846154,0.05966544916897698
USDAUD,0.6607142857142857,1.67838,
USDAUD,0.6607142857142857,1.7018538461538462,
USDAUD,0.6607142857142857,1.7253276923076923,
USDAUD,0.6607142857142857,1.7488015384615385,
USDAUD,0.6607142857142857,1.7722753846153845,
USDAUD,0.6607142857142857,1.7957492307692307,
USDAUD,0.6607142857142857,1.8192230769230768,
USDAUD,0.6607142857142857,1.842696923076923,
USDAUD,0.6607142857142857,1.8661707692307692,
USDAUD,0.6607142857142857,1.8896446153846154,
USDAUD,0.6607142857142857,1.9131184615384615,
USDAUD,0.6607142857142857,1.9365923076923077,
USDAUD,0.6607142857142857,1.960066153846154,
USDAUD,0.6607142857142857,1.98354,
USDAUD,0.7285714285714285,1.06806,
USDAUD,0.7285714285714285,1.0915338461538462,
USDAUD,0.7285714285714285,1.1150076923076924,
USDAUD,0.7285714285714285,1.1384815384615385,
USDAUD,0.7285714285714285,1.1619553846153847,
USDAUD,0.7285714285714285,1.1854292307692307,
USDAUD,0.7285714285714285,1.2089030769230769,
USDAUD,0.7285714285714285,1.232376923076923,
USDAUD,0.7285714285714285,1.2558507692307692,
USDAUD,0.7285714285714285,1.2793246153846154,
USDAUD,0.7285714285714285,1.3027984615384616,
USDAUD,0.7285714285714285,1.3262723076923078,
USDAUD,0.7285714285714285,1.349746153846154,
USDAUD,0.7285714285714285,1.3732199999999999,
USDAUD,0.7285714285714285,1.396693846153846,0.06217843373897519
USDAUD,0.7285714285714285,1.4201676923076922,0.0707249704183094
USDAUD,0.7285714285714285,1.4436415384615384,0.07457106790085975
USDAUD,0.7285714285714285,1.4671153846153846,0.07659618681058229
USDAUD,0.7285714285714285,1.4905892307692308,0.07756936537907791
USDAUD,0.7285714285714285,1.514063076923077,0.07777801291433425
USDAUD,0.7285714285714285,1.5375369230769231,0.07730868954725556
USDAUD,0.7285714285714285,1.5610107692307693,0.07611290923297187
USDAUD,0.7285714285714285,1.5844846153846155,0.07398656419055297
USDAUD,0.7285714285714285,1.6079584615384617,0.07042987791085625
USDAUD,0.7285714285714285,1.6314323076923078,0.0640375742845184
USDAUD,0.7285714285714285,1.654906153846154,0.044447076269641096
USDAUD,0.7285714285714285,1.67838,
USDAUD,0.7285714285714285,1.7018538461538462,
USDAUD,0.7285714285714285,1.7253276923076923,
USDAUD,0.7285714285714285,1.7488015384615385,
USDAUD,0.7285714285714285,1.7722753846153845,
USDAUD,0.7285714285714285,1.7957492307692307,
USDAUD,0.7285714285714285,1.8192230769230768,
USDAUD,0.7285714285714285,1.842696923076923,
USDAUD,0.7285714285714285,1.8661707692307692,
USDAUD,0.7285714285714285,1.8896446153846154,
USDAUD,0.7285714285714285,1.9131184615384615,
USDAUD,0.7285714285714285,1.9365923076923077,
USDAUD,0.7285714285714285,1.960066153846154,
USDAUD,0.7285714285714285,1.98354,
USDAUD,0.7964285714285714,1.06806,
USDAUD,0.7964285714285714,1.0915338461538462,
USDAUD,0.7964285714285714,1.1150076923076924,
USDAUD,0.7964285714285714,1.1384815384615385,
USDAUD,0.7964285714285714,1.1619553846153847,
USDAUD,0.7964285714285714,1.1854292307692307,
USDAUD,0.7964285714285714,1.2089030769230769,
USDAUD,0.7964285714285714,1.232376923076923,
USDAUD,0.7964285714285714,1.2558507692307692,
USDAUD,0.7964285714285714,1.2793246153846154,
USDAUD,0.7964285714285714,1.3027984615384616,
USDAUD,0.7964285714285714,1.3262723076923078,
USDAUD,0.7964285714285714,1.349746153846154,0.0662632357276969
USDAUD,0.7964285714285714,1.3732199999999999,0.07658915982326414
USDAUD,0.7964285714285714,1.396693846153846,0.08082191744677503
USDAUD,0.7964285714285714,1.4201676923076922,0.08317128672237735
USDAUD,0.7964285714285714,1.4436415384615384,0.08457912282619842
USDAUD,0.7964285714285714,1.4671153846153846,0.08541376628759004
USDAUD,0.7964285714285714,1.4905892307692308,0.08584791359605065
USDAUD,0.7964285714285714,1.514063076923077,0.08596447174653402
USDAUD,0.7964285714285714,1.5375369230769231,0.08579451547750928
USDAUD,0.7964285714285714,1.5610107692307693,0.08533059512460338
USDAUD,0.7964285714285714,1.5844846153846155,0.08452676573824809
USDAUD,0.7964285714285714,1.6079584615384617,0.08328571737225539
USDAUD,0.7964285714285714,1.6314323076923078,0.08142298265175535
USDAUD,0.7964285714285714,1.654906153846154,0.07856987915574475
USDAUD,0.7964285714285714,1.67838,0.07384013229659295
USDAUD,0.7964285714285714,1.7018538461538462,0.06368288879005597
USDAUD,0.7964285714285714,1.7253276923076923,
USDAUD,0.7964285714285714,1.7488015384615385,
USDAUD,0.7964285714285714,1.7722753846153845,
USDAUD,0.7964285714285714,1.7957492307692307,
USDAUD,0.7964285714285714,1.8192230769230768,
USDAUD,0.7964285714285714,1.842696923076923,
USDAUD,0.7964285714285714,1.8661707692307692,
USDAUD,0.7964285714285714,1.8896446153846154,
USDAUD,0.7964285714285714,1.9131184615384615,
USDAUD,0.7964285714285714,1.9365923076923077,
USDAUD,0.7964285714285714,1.960066153846154,
USDAUD,0.7964285714285714,1.98354,
USDAUD,0.8642857142857143,1.06806,
USDAUD,0.8642857142857143,1.0915338461538462,
USDAUD,0.8642857142857143,1.1150076923076924,
USDAUD,0.8642857142857143,1.1384815384615385,
USDAUD,0.8642857142857143,1.1619553846153847,
USDAUD,0.8642857142857143,1.1854292307692307,
USDAUD,0.8642857142857143,1.2089030769230769,
USDAUD,0.8642857142857143,1.232376923076923,
USDAUD,0.8642857142857143,1.2558507692307692,
USDAUD,0.8642857142857143,1.2793246153846154,
USDAUD,0.8642857142857143,1.3027984615384616,
USDAUD,0.8642857142857143,1.3262723076923078,
USDAUD,0.8642857142857143,1.349746153846154,0.06253772462587281
USDAUD,0.8642857142857143,1.3732199999999999,0.07470839466664683
USDAUD,0.8642857142857143,1.396693846153846,0.0794587306734575
USDAUD,0.8642857142857143,1.4201676923076922,0.0820932855634785
USDAUD,0.8642857142857143,1.4436415384615384,0.08367549668767528
USDAUD,0.8642857142857143,1.4671153846153846,0.08461171151100419
USDAUD,0.8642857142857143,1.4905892307692308,0.08509072978615964
USDAUD,0.8642857142857143,1.514063076923077,0.08520252100361371
USDAUD,0.8642857142857143,1.5375369230769231,0.08497994321741043
USDAUD,0.8642857142857143,1.5610107692307693,0.08441298619665519
USDAUD,0.8642857142857143,1.5844846153846155,0.08344810940823466
USDAUD,0.8642857142857143,1.6079584615384617,0.08197248984291591
USDAUD,0.8642857142857143,1.6314323076923078,0.07976994191004894
USDAUD,0.8642857142857143,1.654906153846154,0.07639641370545931
USDAUD,0.8642857142857143,1.67838,0.07071382014354392
USDAUD,0.8642857142857143,1.7018538461538462,0.05678184632067521
USDAUD,0.8642857142857143,1.7253276923076923,
USDAUD,0.8642857142857143,1.7488015384615385,
USDAUD,0.8642857142857143,1.7722753846153845,
USDAUD,0.8642857142857143,1.7957492307692307,
USDAUD,0.8642857142857143,1.8192230769230768,
USDAUD,0.8642857142857143,1.842696923076923,
USDAUD,0.8642857142857143,1.8661707692307692,
USDAUD,0.8642857142857143,1.8896446153846154,
USDAUD,0.8642857142857143,1.9131184615384615,
USDAUD,0.8642857142857143,1.9365923076923077,
USDAUD,0.8642857142857143,1.960066153846154,
USDAUD,0.8642857142857143,1.98354,
USDAUD,0.9321428571428572,1.06806,
USDAUD,0.9321428571428572,1.0915338461538462,
USDAUD,0.9321428571428572,1.1150076923076924,
USDAUD,0.9321428571428572,1.1384815384615385,
USDAUD,0.9321428571428572,1.1619553846153847,
USDAUD,0.9321428571428572,1.1854292307692307,
USDAUD,0.9321428571428572,1.2089030769230769,
USDAUD,0.9321428571428572,1.232376923076923,
USDAUD,0.9321428571428572,1.2558507692307692,
USDAUD,0.9321428571428572,1.2793246153846154,
USDAUD,0.9321428571428572,1.3027984615384616,
USDAUD,0.9321428571428572,1.3262723076923078,
USDAUD,0.9321428571428572,1.349746153846154,0.05444484700226669
USDAUD,0.9321428571428572,1.3732199999999999,0.07168966987782542
